Probe	Chr	StartPos	STRName	Strand
132	1	112049459	trf37077_trf37078_trf37080	M
133	1	112049460	trf37077_trf37078_trf37080	M
134	1	112049689	trf37077_trf37078_trf37080	P
135	1	112049718	trf37077_trf37078_trf37080	P
136	1	112049721	trf37077_trf37078_trf37080	P
137	1	113626397	trf37628	M
138	1	113626725	trf37628	P
139	1	114740068	trf37895	M
140	1	114740268	trf37895	P
141	1	115537493	SYCP1	M
142	1	115537750	SYCP1	P
143	1	115575261	trf38149_trf38150	M
144	1	115575516	trf38149_trf38150	P
145	1	145056554	trf40316	M
146	1	145056811	trf40316	P
147	1	145640464	trf40523	M
148	1	145640720	trf40523	P
149	1	146956412	trf40879	M
150	1	146956681	trf40879	P
151	1	151318654	RFX5	M
152	1	151318914	RFX5	P
153	1	152695268	trf43023	M
154	1	152695520	trf43023	P
155	1	156836585	NTRK1	M
156	1	156836843	NTRK1	P
157	1	157932677	trf44978	M
158	1	157932937	trf44978	P
159	1	158313675	trf45059	M
160	1	158313936	trf45059	P
161	1	159032380	AIM2	M
162	1	159032639	AIM2	P
163	1	159251425	trf45268	M
164	1	159251720	trf45268	P
165	1	159461630	trf45309_trf45310	M
166	1	159461635	trf45309_trf45310	M
167	1	159461890	trf45309_trf45310	P
168	1	159461895	trf45309_trf45310	P
169	1	160443668	trf45586	M
170	1	160443926	trf45586	P
171	1	161941295	trf46147	M
172	1	161941549	trf46147	P
173	1	162124865	trf46190_trf46191	M
174	1	162125171	trf46190_trf46191	P
175	1	162893357	trf46439	M
176	1	162893611	trf46439	P
177	1	163329313	trf46531	M
178	1	163329661	trf46531	P
179	1	163434304	trf46557	M
180	1	163434564	trf46557	P
181	1	163559745	trf46588_D1S1677	M
182	1	163559884	trf46588_D1S1677	P
183	1	165498969	trf47057	M
184	1	165499325	trf47057	P
185	1	165848698	trf47191	M
186	1	165848955	trf47191	P
187	1	169756886	trf48275	M
188	1	169757146	trf48275	P
189	1	170865182	trf48524	M
190	1	170865436	trf48524	P
191	1	173277229	trf49168	M
192	1	173277491	trf49168	P
193	1	173328478	trf49180	M
194	1	173328738	trf49180	P
195	1	174030854	trf49394	M
196	1	174031179	trf49394	P
197	1	174261083	trf49462	M
198	1	174261320	trf49462	P
199	1	175920434	trf49993	M
200	1	175920683	trf49993	P
201	1	177541942	trf50454	M
202	1	177542206	trf50454	P
203	1	177992776	trf50548_trf50549_trf50550	M
204	1	177993014	trf50548_trf50549_trf50550	P
205	1	179344513	trf50942	M
206	1	179344806	trf50942	P
207	1	180219360	trf51191	M
208	1	180219620	trf51191	P
209	1	180559793	trf51256	M
210	1	180560061	trf51256	P
211	1	180564338	trf51257	M
212	1	180564602	trf51257	P
213	1	182227190	trf51654_trf51655	M
214	1	182227541	trf51654_trf51655	P
215	1	182269631	trf51689	M
216	1	182269892	trf51689	P
217	1	183100415	trf51938	M
218	1	183100674	trf51938	P
219	1	185656497	trf52578	M
220	1	185656768	trf52578	P
221	1	187932081	trf53201_trf53202_trf53203	M
222	1	187932340	trf53201_trf53202_trf53203	P
223	1	188252816	trf53326	M
224	1	188253070	trf53326	P
225	1	188620199	trf53436	M
226	1	188620458	trf53436	P
227	1	190043896	trf53927_trf53928_trf53929_trf53930	M
228	1	190044041	trf53927_trf53928_trf53929_trf53930	M
229	1	190044162	trf53927_trf53928_trf53929_trf53930	P
230	1	190044321	trf53927_trf53928_trf53929_trf53930	P
231	1	190416561	trf54039	M
232	1	190416810	trf54039	P
233	1	190677695	trf54105	M
234	1	190677955	trf54105	P
235	1	193299070	trf54908	M
236	1	193299419	trf54908	P
237	1	195588013	trf55623	M
238	1	195588184	trf55623	P
239	1	195810257	trf55706_trf55708_trf55709_trf55710	M
240	1	195810543	trf55706_trf55708_trf55709_trf55710	P
241	1	196771368	trf55994	M
242	1	196771781	trf55994	P
243	1	197007652	F13B	M
244	1	197007930	F13B	P
245	1	198221567	trf56470	M
246	1	198221922	trf56470	P
247	1	200083303	trf57025_trf57026	M
248	1	200083543	trf57025_trf57026	P
249	1	200267529	trf57085	M
250	1	200267813	trf57085	P
251	1	201463816	trf57476	M
252	1	201464087	trf57476	P
253	1	202557850	trf57868	M
254	1	202558106	trf57868	P
255	1	204518168	MDM4	M
256	1	204518419	MDM4	P
257	1	208703853	trf59614	M
258	1	208704119	trf59614	P
259	1	209632992	trf59876	M
260	1	209633246	trf59876	P
261	1	210907153	trf60161	M
262	1	210907415	trf60161	P
263	1	210969145	trf60174	M
264	1	210969515	trf60174	P
265	1	212697394	trf60721	M
266	1	212697434	trf60721	M
267	1	212697650	trf60721	P
268	1	212697707	trf60721	P
269	1	214969427	trf61359_trf61360	M
270	1	214969628	trf61359_trf61360	M
271	1	214969912	trf61359_trf61360	P
272	1	214982733	trf61364	M
273	1	214982993	trf61364	P
274	1	215403777	trf61497	M
275	1	215404036	trf61497	P
276	1	216720445	trf61833	M
277	1	216720703	trf61833	P
278	1	218217173	trf62210	M
279	1	218217439	trf62210	P
280	1	218894078	trf62402_trf62403	M
281	1	218894439	trf62402_trf62403	P
282	1	219338874	trf62512	M
283	1	219338939	trf62512	M
284	1	219339123	trf62512	P
285	1	219339214	trf62512	P
286	1	219613209	trf62572_trf62573	M
287	1	219613467	trf62572_trf62573	P
288	1	221048442	trf62948	M
289	1	221048698	trf62948	P
290	1	227166565	trf64847	M
291	1	227166817	trf64847	P
292	1	227485557	trf64955	M
293	1	227485817	trf64955	P
294	1	228638963	trf65467	M
295	1	228639290	trf65467	P
296	1	230687087	trf66300	M
297	1	230687350	trf66300	P
298	1	231950501	trf66714	M
299	1	231950767	trf66714	P
300	1	233388357	PCNXL2	M
301	1	233388629	PCNXL2	P
302	1	234409237	trf67498	M
303	1	234409496	trf67498	P
304	1	235083129	trf67748	M
305	1	235083389	trf67748	P
306	1	235187537	trf67788	M
307	1	235187820	trf67788	P
308	1	235734096	trf68015	M
309	1	235734390	trf68015	P
310	1	235799758	trf68056	M
311	1	235800018	trf68056	P
312	1	236658671	trf68409	M
313	1	236658935	trf68409	P
314	1	236697430	trf68430	M
315	1	236697691	trf68430	P
316	1	237128959	trf68571	M
317	1	237129218	trf68571	P
318	1	237720012	trf68806	M
319	1	237720267	trf68806	P
320	1	237959078	trf68877_trf68878_trf68879	M
321	1	237959352	trf68877_trf68878_trf68879	P
322	1	238110173	trf68917	M
323	1	238110416	trf68917	P
324	1	238421540	trf69015	M
325	1	238421793	trf69015	P
326	1	238584437	trf69088_trf69089	M
327	1	238584668	trf69088_trf69089	P
328	1	238584674	trf69088_trf69089	P
329	1	240607977	trf69728	M
330	1	240608239	trf69728	P
331	1	240695858	trf69750	M
332	1	240696107	trf69750	P
333	1	240779878	trf69789	M
334	1	240780137	trf69789	P
335	1	240916339	trf69854	M
336	1	240916611	trf69854	P
337	1	241534945	trf70106	M
338	1	241535205	trf70106	P
339	1	242130126	trf70303	M
340	1	242130411	trf70303	P
341	1	242405086	trf70397_trf70398	M
342	1	242405127	trf70397_trf70398	M
343	1	242405362	trf70397_trf70398	P
344	1	242405424	trf70397_trf70398	P
345	1	242657232	trf70474	M
346	1	242657314	trf70474	M
347	1	242657492	trf70474	P
348	1	242657581	trf70474	P
349	1	244065791	trf70889	M
350	1	244065999	trf70889	P
351	1	244489321	trf71046	M
352	1	244489579	trf71046	P
353	1	246644836	trf71888	M
354	1	246645100	trf71888	P
355	1	247137379	trf72072	M
356	1	247137638	trf72072	P
357	1	247864179	trf72358	M
358	1	247864522	trf72358	P
359	1	248130207	trf72455_trf72454	M
360	1	248130472	trf72455_trf72454	P
361	1	248515491	trf72526	M
362	1	248515758	trf72526	P
363	2	174274	trf404900	M
364	2	174671	trf404900	P
365	2	1288593	trf405581	M
366	2	1288853	trf405581	P
367	2	1493332	trf405687_TPOX	M
368	2	1493590	trf405687_TPOX	P
369	2	2238972	trf406236	M
370	2	2239213	trf406236	P
371	2	2477666	trf406325_trf406326	M
372	2	2477968	trf406325_trf406326	P
373	2	3272908	trf406839	M
374	2	3273356	trf406839	P
375	2	3745130	trf407088	M
376	2	3745390	trf407088	P
377	2	3820776	trf407135	M
378	2	3821036	trf407135	P
379	2	5185938	trf407584	M
380	2	5186167	trf407584	P
381	2	6439565	trf408083	M
382	2	6439829	trf408083	P
383	2	6953618	trf408294	M
384	2	6953941	trf408294	P
385	2	7845558	trf408560	M
386	2	7845766	trf408560	P
387	2	9278390	trf409020	M
388	2	9278647	trf409020	P
389	2	9884835	trf409205	M
390	2	9885089	trf409205	P
391	2	9940557	trf409228	M
392	2	9940794	trf409228	P
393	2	9989430	TAF1B	M
394	2	9989691	TAF1B	P
395	2	10929413	trf409732	M
396	2	10929667	trf409732	P
397	2	11103291	trf409794	M
398	2	11103550	trf409794	P
399	2	11606832	trf409982_trf409983	M
400	2	11607092	trf409982_trf409983	P
401	2	11904040	trf410078	M
402	2	11904294	trf410078	P
403	2	13033990	trf410399	M
404	2	13034255	trf410399	P
405	2	13525277	trf410567	M
406	2	13525509	trf410567	P
407	2	14496891	trf410890	M
408	2	14497041	trf410890	M
409	2	14497152	trf410890	P
410	2	14497308	trf410890	P
411	2	14822541	trf410970	M
412	2	14822814	trf410970	P
413	2	15024006	trf411018	M
414	2	15024272	trf411018	P
415	2	16146311	trf411358	M
416	2	16146565	trf411358	P
417	2	16800565	trf411561	M
418	2	16800825	trf411561	P
419	2	17055917	trf411612	M
420	2	17056190	trf411612	P
421	2	17491891	trf411720	M
422	2	17492149	trf411720	P
423	2	19488790	trf412213	M
424	2	19489042	trf412213	P
425	2	19934646	trf412332	M
426	2	19934901	trf412332	P
427	2	23343438	trf413246	M
428	2	23343700	trf413246	P
429	2	23828944	trf413373	M
430	2	23829234	trf413373	P
431	2	25011371	trf413743	M
432	2	25011635	trf413743	P
433	2	27248398	MAPRE3	M
434	2	27248631	MAPRE3	P
435	2	27749795	trf414767	M
436	2	27750055	trf414767	P
437	2	28688833	trf415062_trf415063	M
438	2	28689191	trf415062_trf415063	P
439	2	32079320	trf416045	M
440	2	32079582	trf416045	P
441	2	32968178	trf416414	M
442	2	32968439	trf416414	P
443	2	34454395	trf416876	M
444	2	34454656	trf416876	P
445	2	35934618	trf417301	M
446	2	35934879	trf417301	P
447	2	36260217	trf417416_trf417417	M
448	2	36260354	trf417416_trf417417	M
449	2	36260475	trf417416_trf417417	P
450	2	41224327	trf418865_trf418866	M
451	2	41224496	trf418865_trf418866	P
452	2	41913498	trf419026	M
453	2	41913762	trf419026	P
454	2	42951216	trf419435	M
455	2	42951373	trf419435	M
456	2	42951485	trf419435	P
457	2	44136572	trf419848	M
458	2	44136836	trf419848	P
459	2	45390944	trf420239	M
460	2	45391224	trf420239	P
461	2	47123816	trf420687	M
462	2	47124035	trf420687	P
463	2	47639429	MSH2	M
464	2	47639689	MSH2	P
465	2	47641402	trf420870_BAT26	M
466	2	47641678	trf420870_BAT26	P
467	2	48025723	MSH6_1	M
468	2	48025998	MSH6_1	P
469	2	48030499	MSH6_2_MSH6_3	M
470	2	48030759	MSH6_2_MSH6_3	P
471	2	50833572	trf421837	M
472	2	50833832	trf421837	P
473	2	51288440	trf421953_D2S123	M
474	2	51288698	trf421953_D2S123	P
475	2	51572504	trf422030	M
476	2	51572770	trf422030	P
477	2	51795705	trf422114	M
478	2	51795967	trf422114	P
479	2	52286400	trf422251	M
480	2	52286673	trf422251	P
481	2	57331767	trf423552	M
482	2	57332025	trf423552	P
483	2	58834273	trf423965	M
484	2	58834557	trf423965	P
485	2	60478529	trf424361	M
486	2	60478675	trf424361	P
487	2	61608115	trf424750_trf424751	M
488	2	61608424	trf424750_trf424751	P
489	2	62059175	trf424961	M
490	2	62059482	trf424961	P
491	2	64791577	trf425756	M
492	2	64791838	trf425756	P
493	2	64802766	trf425758_trf425759	M
494	2	64803025	trf425758_trf425759	P
495	2	65938544	trf426126	M
496	2	65938802	trf426126	P
497	2	68070999	trf426653	M
498	2	68071003	trf426653	M
499	2	68071254	trf426653	P
500	2	68071274	trf426653	P
501	2	68121077	trf426672	M
502	2	68121336	trf426672	P
503	2	68599649	trf426830_trf426831_trf426832	M
504	2	68599911	trf426830_trf426831_trf426832	P
505	2	69410471	trf427063	M
506	2	69410844	trf427063	P
507	2	70867698	trf427551	M
508	2	70868016	trf427551	P
509	2	70914548	trf427567	M
510	2	70914808	trf427567	P
511	2	73139168	trf428242	M
512	2	73139341	trf428242	P
513	2	75042813	trf428834	M
514	2	75043081	trf428834	P
515	2	76444574	trf429186	M
516	2	76444848	trf429186	P
517	2	76921582	trf429301	M
518	2	76921843	trf429301	P
519	2	77169626	trf429369	M
520	2	77169903	trf429369	P
521	2	77206702	trf429380	M
522	2	77206961	trf429380	P
523	2	77276159	trf429396	M
524	2	77276447	trf429396	P
525	2	77548611	trf429498	M
526	2	77548873	trf429498	P
527	2	78516284	trf429835	M
528	2	78516545	trf429835	P
529	2	80204278	trf430260	M
530	2	80204541	trf430260	P
531	2	82049384	trf430743	M
532	2	82049649	trf430743	P
533	2	83728219	trf431349	M
534	2	83728502	trf431349	P
535	2	85075274	trf431677	M
536	2	85075543	trf431677	P
537	2	85506349	trf431856	M
538	2	85506609	trf431856	P
539	2	99537338	trf435691	M
540	2	99537600	trf435691	P
541	2	100288548	trf435913	M
542	2	100288588	trf435913	M
543	2	100288810	trf435913	P
544	2	100288845	trf435913	P
545	2	101337338	trf436177	M
546	2	101337599	trf436177	P
547	2	101595840	trf436216	M
548	2	101596119	trf436216	P
549	2	101599276	trf436218	M
550	2	101599532	trf436218	P
551	2	102294387	trf436462_trf436465	M
552	2	102294416	trf436462_trf436465	M
553	2	102294644	trf436462_trf436465	P
554	2	102294795	trf436462_trf436465	P
555	2	102571980	trf436540	M
556	2	102572207	trf436540	P
557	2	102588062	trf436547	M
558	2	102588325	trf436547	P
559	2	102626252	nc-IL1R2	M
560	2	102626512	nc-IL1R2	P
561	2	103956926	trf436919	M
562	2	103957039	trf436919	P
563	2	106382080	trf437639	M
564	2	106382337	trf437639	P
565	2	107501272	trf438004	M
566	2	107501533	trf438004	P
567	2	108568139	trf438349	M
568	2	108568396	trf438349	P
569	2	108628487	trf438368_trf438369	M
570	2	108628743	trf438368_trf438369	P
571	2	109064375	trf438493	M
572	2	109064634	trf438493	P
573	2	109595739	trf438683	M
574	2	109595999	trf438683	P
575	2	110252954	trf438828	M
576	2	110253214	trf438828	P
577	2	112424260	trf439401	M
578	2	112424521	trf439401	P
579	2	113575079	trf439794	M
580	2	113575343	trf439794	P
581	2	114014041	trf439922	M
582	2	114014301	trf439922	P
583	2	114500106	SLC35F5	M
584	2	114500365	SLC35F5	P
585	2	115421105	trf440371	M
586	2	115421368	trf440371	P
587	2	117233579	trf440876	M
588	2	117233839	trf440876	P
589	2	119646130	trf441579_trf441580	M
590	2	119646404	trf441579_trf441580	P
591	2	119646407	trf441579_trf441580	P
592	2	121896199	trf442276	M
593	2	121896239	trf442276	M
594	2	121896459	trf442276	P
595	2	121896512	trf442276	P
596	2	123257775	trf442714	M
597	2	123258066	trf442714	P
598	2	126186621	trf443649	M
599	2	126186896	trf443649	P
600	2	126390393	trf443704	M
601	2	126390712	trf443704	P
602	2	126404158	trf443706	M
603	2	126404257	trf443706	M
604	2	126404473	trf443706	P
605	2	126404532	trf443706	P
606	2	126648516	trf443785	M
607	2	126648788	trf443785	P
608	2	127576858	trf444045	M
609	2	127577119	trf444045	P
610	2	130263377	trf444975	M
611	2	130263518	trf444975	P
612	2	137968737	trf447430	M
613	2	137968990	trf447430	P
614	2	140506265	trf448130	M
615	2	140506526	trf448130	P
616	2	140705347	trf448180	M
617	2	140705824	trf448180	P
618	2	140837906	trf448232	M
619	2	140838165	trf448232	P
620	2	141768477	trf448520	M
621	2	141768713	trf448520	P
622	2	142188566	trf448640	M
623	2	142188828	trf448640	P
624	2	142906531	trf448822	M
625	2	142906792	trf448822	P
626	2	144174305	trf449194	M
627	2	144174563	trf449194	P
628	2	145815017	trf449635	M
629	2	145815278	trf449635	P
630	2	148210059	trf450313	M
631	2	148210235	trf450313	P
632	2	148365572	trf450352	M
633	2	148365844	trf450352	P
634	2	150760818	trf450931	M
635	2	150761074	trf450931	P
636	2	152141822	trf451304	M
637	2	152141940	trf451304	P
638	2	153184519	trf451617	M
639	2	153184599	trf451617	M
640	2	153184804	trf451617	P
641	2	153184853	trf451617	P
642	2	154178365	trf451856	M
643	2	154178622	trf451856	P
644	2	154741137	trf451978	M
645	2	154741612	trf451978	P
646	2	155944411	trf452312	M
647	2	155944540	trf452312	P
648	2	159150309	trf453147_trf453148	M
649	2	159150337	trf453147_trf453148	M
650	2	159150569	trf453147_trf453148	P
651	2	159150611	trf453147_trf453148	P
652	2	159558843	trf453211	M
653	2	159559063	trf453211	P
654	2	160872853	trf453584_trf453585_trf453586	M
655	2	160873112	trf453584_trf453585_trf453586	P
656	2	162464047	trf453934	M
657	2	162464296	trf453934	P
658	2	162971043	trf454055	M
659	2	162971302	trf454055	P
660	2	163982656	trf454299	M
661	2	163982920	trf454299	P
662	2	165365079	GRB14	M
663	2	165365352	GRB14	P
664	2	165581449	trf454675	M
665	2	165581711	trf454675	P
666	2	165876677	trf454770_trf454771_trf454772	M
667	2	165876941	trf454770_trf454771_trf454772	P
668	2	166377099	trf454924	M
669	2	166377387	trf454924	P
670	2	166907027	trf455064	M
671	2	166907296	trf455064	P
672	2	167167754	trf455155	M
673	2	167168011	trf455155	P
674	2	167399820	trf455231	M
675	2	167400130	trf455231	P
676	2	169026075	trf455597	M
677	2	169026334	trf455597	P
678	2	169645340	D2S1776	M
679	2	169645590	D2S1776	P
680	2	172907648	trf456822_trf456823	M
681	2	172907660	trf456822_trf456823	M
682	2	172907945	trf456822_trf456823	P
683	2	173371407	trf456968	M
684	2	173371674	trf456968	P
685	2	176173358	trf457774	M
686	2	176173578	trf457774	P
687	2	176848588	trf457931	M
688	2	176848851	trf457931	P
689	2	178443621	trf458331	M
690	2	178443881	trf458331	P
691	2	183500318	trf459557	M
692	2	183500575	trf459557	P
693	2	184992437	trf459906	M
694	2	184992699	trf459906	P
695	2	186030736	trf460217	M
696	2	186031009	trf460217	P
697	2	187040928	trf460538	M
698	2	187041187	trf460538	P
699	2	187513557	trf460662	M
700	2	187513816	trf460662	P
701	2	187532869	trf460668	M
702	2	187533141	trf460668	P
703	2	191218931	trf461625	M
704	2	191219194	trf461625	P
705	2	191990090	trf461843	M
706	2	191990346	trf461843	P
707	2	192579082	trf462014	M
708	2	192579343	trf462014	P
709	2	192620948	trf462037	M
710	2	192621229	trf462037	P
711	2	194259285	trf462514	M
712	2	194259601	trf462514	P
713	2	198370121	trf463727	M
714	2	198370419	trf463727	P
715	2	199703966	trf464132	M
716	2	199704150	trf464132	P
717	2	202254950	trf464835	M
718	2	202255371	trf464835	P
719	2	203427302	nc-BMPR2	M
720	2	203427573	nc-BMPR2	P
721	2	203765420	trf465426	M
722	2	203765682	trf465426	P
723	2	203903787	trf465480	M
724	2	203904126	trf465480	P
725	2	207539782	trf466619	M
726	2	207540078	trf466619	P
727	2	208911165	trf466970	M
728	2	208911548	trf466970	P
729	2	209501334	trf467156	M
730	2	209501601	trf467156	P
731	2	211367012	trf467612	M
732	2	211367287	trf467612	P
733	2	214579886	trf468476	M
734	2	214580007	trf468476	P
735	2	214906499	trf468578_trf468579_trf468580	M
736	2	214906547	trf468578_trf468579_trf468580	M
737	2	214906770	trf468578_trf468579_trf468580	P
738	2	214906777	trf468578_trf468579_trf468580	P
739	2	215042551	trf468625	M
740	2	215042817	trf468625	P
741	2	218576542	trf469741	M
742	2	218576802	trf469741	P
743	2	218879467	D2S1338	M
744	2	218879730	D2S1338	P
745	2	220502251	SLC4A3_2	M
746	2	220502500	SLC4A3_2	P
747	2	220670024	trf470439	M
748	2	220670274	trf470439	P
749	2	220980603	trf470508	M
750	2	220980867	trf470508	P
751	2	221457967	trf470674	M
752	2	221458222	trf470674	P
753	2	221838310	trf470791	M
754	2	221838570	trf470791	P
755	2	221996666	trf470833_trf470834	M
756	2	221996718	trf470833_trf470834	M
757	2	221996941	trf470833_trf470834	P
758	2	221996992	trf470833_trf470834	P
759	2	222343319	trf470925	M
760	2	222343575	trf470925	P
761	2	223045981	trf471165	M
762	2	223046305	trf471165	P
763	2	225101244	trf471835	M
764	2	225101533	trf471835	P
765	2	225285908	trf471890	M
766	2	225286167	trf471890	P
767	2	226375339	trf472306	M
768	2	226375601	trf472306	P
769	2	227029628	trf472538_trf472539_trf472540_trf472541	M
770	2	227029758	trf472538_trf472539_trf472540_trf472541	P
771	2	228263647	trf472903_trf472904	M
772	2	228263976	trf472903_trf472904	P
773	2	228605657	trf473046	M
774	2	228606028	trf473046	P
775	2	229978010	trf473480_trf473481	M
776	2	229978270	trf473480_trf473481	P
777	2	230087418	trf473524	M
778	2	230087684	trf473524	P
779	2	230461513	trf473626	M
780	2	230461777	trf473626	P
781	2	232102307	trf474159	M
782	2	232102578	trf474159	P
783	2	232206244	trf474197	M
784	2	232206502	trf474197	P
785	2	232751003	trf474541	M
786	2	232751268	trf474541	P
787	2	235507233	trf475507_trf475509	M
788	2	235507471	trf475507_trf475509	P
789	2	236019478	trf475710	M
790	2	236019768	trf475710	P
791	2	236071529	trf475738	M
792	2	236071793	trf475738	P
793	2	236180821	trf475768	M
794	2	236181079	trf475768	P
795	2	236672498	trf475972	M
796	2	236672593	trf475972	M
797	2	236672759	trf475972	P
798	2	236672862	trf475972	P
799	2	236792483	trf476010	M
800	2	236792745	trf476010	P
801	2	236792650	trf476010	M
802	2	236792906	trf476010	P
803	2	237566974	trf476288_trf476289	M
804	2	237567237	trf476288_trf476289	P
805	2	238078361	trf476474	M
806	2	238078625	trf476474	P
807	2	240042136	trf477308_trf477309	M
808	2	240042387	trf477308_trf477309	P
809	2	240434926	trf477517	M
810	2	240435216	trf477517	P
811	2	242305390	trf478493	M
812	2	242305644	trf478493	P
813	2	242348295	trf478502	M
814	2	242348509	trf478502	P
815	2	242473080	trf478588	M
816	2	242473428	trf478588	P
817	2	242866474	trf478821	M
818	2	242866738	trf478821	P
819	3	1069340	trf530145	M
820	3	1069416	trf530145	M
821	3	1069600	trf530145	P
822	3	1069696	trf530145	P
823	3	1514255	trf530295	M
824	3	1514571	trf530295	P
825	3	1859164	trf530387	M
826	3	1859421	trf530387	P
827	3	2700523	trf530593	M
828	3	2700784	trf530593	P
829	3	2787631	trf530614	M
830	3	2787870	trf530614	P
831	3	2839833	trf530632	M
832	3	2840165	trf530632	P
833	3	2932160	trf530646	M
834	3	2932420	trf530646	P
835	3	3020341	trf530664	M
836	3	3020600	trf530664	P
837	3	3296478	trf530722_trf530723_trf530724	M
838	3	3296736	trf530722_trf530723_trf530724	P
839	3	3771066	trf530829	M
840	3	3771327	trf530829	P
841	3	3830984	trf530843_trf530844	M
842	3	3831244	trf530843_trf530844	P
843	3	4049104	trf530887	M
844	3	4049253	trf530887	P
845	3	4192948	trf530916	M
846	3	4192980	trf530916	M
847	3	4193274	trf530916	P
848	3	4313072	trf530947	M
849	3	4313460	trf530947	P
850	3	5056275	trf531157	M
851	3	5056537	trf531157	P
852	3	11493177	trf533085_trf533086	M
853	3	11493430	trf533085_trf533086	P
854	3	11668490	trf533134	M
855	3	11668757	trf533134	P
856	3	12008977	trf533283	M
857	3	12009178	trf533283	P
858	3	14014447	trf533957	M
859	3	14014728	trf533957	P
860	3	14014767	trf533957	P
861	3	14645369	trf534146	M
862	3	14645628	trf534146	P
863	3	14726797	trf534158	M
864	3	14727045	trf534158	P
865	3	16001304	trf534553	M
866	3	16001611	trf534553	P
